,text,label
873,unhappy  let's fight all those kids ,1
872,Just win at weekend and it will be a late gift,0
2290,Have a great day everyone happy,0
695,faster,0
3899,smoke,1
1429,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .10,1
916,honest,0
3213,panick,1
1658,fictitious,1
1031,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.11,1
1913,thanks :D,0
903,oh sad unhappy  goodluck!,1
108,So right! Sir Rob loves to torture us unhappy ,1
667,conspicuous,1
1682,flaking,1
1688,flat-out,1
598,coldly,1
2082,Hiii. . Gentleman Commander (Bryannousaurus) happy,0
4735,worriedly,1
1066,lavish,0
1260,Left few months in HinHua ler unhappy  I need to gambateh wink  ,1
388,danken,0
1883,unrivaled,0
4266,tired,1
2631,knife,1
961,deplore,1
1306,distastefully,1
645,confined,1
409,defender,0
3303,pitiless,1
476,easygoing,0
888,Can you guys make the Japanese Greninja's and Waveguider come as well? happy,0
3229,passe,1
2129,ill-used,1
3420,quarrellous,1
1294,Thanks for the recent follow Happy to connect happy  have a great Thursday..22,0
1942,well-established,0
1093,disadvantaged,1
1949,hard-line,1
125,it kind of feels like a sunburight now right now sad  someone please make the nobby things on glasses not slip,1
402,decisive,0
4502,unprepared,1
1968,harsh,1
1596,fanciful,1
1157,maturity,0
680,fancinating,0
2292,inconsistence,1
1827,gangster,1
1852,Che no critiques. unhappy ,1
137,astonishment,0
543, congratulations to both of you. happy,0
598,evaluative,0
302,bereavement,1
4720,wilt,1
702,corrosions,1
3121,oppress,1
1704,stunningly,0
4218,tense,1
3958,spewed,1
4446,unfortunate,1
4506,unproved,1
3866,sloow,1
1667,spotless,0
897,heartfelt,0
4152,sulk,1
3235,paucity,1
2173,imperfectly,1
2278,incomplete,1
406,bothered,1
100,alarmingly,1
4728,woebegone,1
1169,mesmerize,0
3009,needless,1
1892,gripe,1
912,high-spirited,0
412,braggart,1
1650,sparkle,0
107,angelic,0
1610,Surround yourself with positivity happy,0
4425,uneasiness,1
1948,Yeesh unhappy  It's fairly warm here.,1
3596,rigidness,1
968, not being spe,0
3964,spite,1
1712,suave,0
882,happy,0
4372,unavoidably,1
2185,impious,1
3603,risk,1
996,innovative,0
1906,grudging,1
1746,supporter,0
101,ample,0
878,mutual: let's talk more!me: for sure!mutual:  happy  me:.7,0
30,DONT LAUGH unhappy  MEANIE BASE ,1
4394,unconvincingly,1
750,fondness,0
169,appal,1
307,comfortable,0
136,annoying,1
626,baby unhappy  ,1
513,eloquent,0
1947,HAPPY BIRTHDAY KATRIKA  I miss you though unhappy  miss having you in our group and all haih  anyway,1
4560,untrue,1
1344,pretty,0
3421,quarrellously,1
4483,unlikely,1
1703,flighty,1
1086,dirtbags,1
2296,inconsolable,1
723, but in reality ALONE and LONELY  unhappy ,1
968,impressiveness,0
199,assult,1
1967,winnable,0
564,enterprising,0
2217,I said D2 largely because SD D2 doesn't run on newer versions of Mac OS and I miss playing it unhappy   HD woul ,1
1512,exasperatingly,1
1294,playful,0
1476,relief,0
2446,insensitivity,1
1791,Tell us about happy,0
299,bent,1
2383,infected,1
611,excallent,0
1372,who would you call when you are roused in midnightreminds me of the time(s) they were roommates unhappy  unhappy  unhappy YOU SUCK,1
38,Russell my phone is just 10% is there a possibility or a chance that you would notice me? unhappy  ,1
265,charismatic,0
1540,explosive,1
1059,diatribe,1
1480,Appreciate your recent retweets Have a great Thursday happy,0
1676,flair,1
2378,inextricable,1
676,contaminate,1
661,confusions,1
9,accolade,0
1598,I feel that way about life and is what gets me through everyday in a positive mood! happy,0
1817,toll-free,0
3871,slow,1
441,browbeat,1
3955,spank,1
1891, whats crazy is when i walked through them doors EVERY ADMINISTRATION + HER WAS THERE THAT NIGHT. so why are her a,1
58,admonish,1
377,creative,0
999,insightfully,0
747,flutter,0
107,Top retweeters this week,0
3895,smelling,1
2907,mispronounce,1
1719,substantive,0
1166,discriminatory,1
3609,rocky,1
961,impeccably,0
776,crude,1
3948,sorrow,1
1050,we finally got jinyoung to wipe it for jaebum himself but their precious son blocks it for the world to witness it.1,0
3397,provocation,1
2045,hoax,1
3577,revoke,1
4202,taunt,1
2690,leech,1
1083,direness,1
4147,sugar-coat,1
3383,profane,1
2000,headaches,1
1669,stability,0
1933,welcome,0
1782,froze,1
776,Hellooo.. happy  satans-daughter (taylynnox),0
1351,proactive,0
1193, I'll always be there. Love you happy,0
991,despair,1
1327,disturbing,1
99,Merry Christmas everyone happy,0
3242,peeled,1
332,bitch,1
1614,fatally,1
822,glowing,0
4441,unfeeling,1
2554,irrecoverably,1
1883,grievance,1
1694,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this.5,0
1484,19 days of school left happy,0
266, this worked out beautifully. If you redesign the import page to suit the whole application would mak,0
1035,detriment,1
2448,insidiously,1
4660,volatile,1
1584,falsehood,1
3039,noise,1
1284,dissembler,1
1180,disgustedly,1
2002,zenith,0
19,absurdity,1
1794,fucking,1
1161,A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person ,1
1137,manageable,0
2181,Not tired and there's nothing to do great combo unhappy ,1
845,my braces hurt unhappy ,1
4142,sufferer,1
1232,disorient,1
3207,pan,1
828,Someone build house on (4) i cant do it unhappy  cant believe this hasn't already been done????,1
746,credulous,1
1805,i want more orientation unhappy ,1
96,Omg I see why you don't drink alcohol Haha so glad your having fun all you guys ! Wish I ,1
2283, its texting without looking :)KISSES TheFashionIcon,0
2306,incredulously,1
1391,proves,0
2308,indecency,1
1814,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.8,1
1896,gross,1
183,argumentative,1
2001,zeal,0
272,Pfft- crying with joy  Oh.. I hope year oldu're okay,0
1207,disinterested,1
2161, I'm so sorry to see your tweet unhappy  Please could you DM your address details? I will look i ,1
69,affordable,0
3228,partisans,1
224,brave,0
1971,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number.. cont1,1
934,humorous,0
501,calamitous,1
558, isn't it? smile  Britain co,0
3558,restriction,1
3063,obnoxious,1
4005,staid,1
932,humility,0
2143,how do we book the cars service for the swards tommorow :D,0
1539,exploitation,1
2121,I am sad to report that the robins egg my mom found in the yard after a storm has been taken off life support. Poor thing is too frozen unhappy ,1
40,I understand that look sad ,1
696,We're you also at our signing session with Qian Liu  Jared Wright after the last performance of Onegin? Share your,0
1249,disproportionate,1
1043,joyfully,0
583,clog,1
564,cheerless,1
1550,extraneous,1
3870,slothful,1
2215,April is really really bloody. I'm so proud of our boys crying with joy,0
1080,i really want one of those iconic jimin stripes turtleneck shirt unhappy ,1
1748,supportive,0
1209,disliked,1
633, w,1
3368,pricier,1
3106,officious,1
1405,i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  .1,1
3916,snag,1
1273,That's the law of nature happy,0
956,impartial,0
4449,unfriendly,1
440,diligently,0
4388,uncompromising,1
1369, and mag refer kana rin sakanila nice game,0
1663,fierce,1
895,hearten,0
2747,loot,1
4442,unfinished,1
1570, I really appreciate it. Hope you have a brilliant day happy,0
1202,nimble,0
4644,vindictive,1
2054,hopelessness,1
1001,I miss BMF sad ,1
82,I just finished gym,1
1887,grievous,1
1501,evils,1
2240,inadequately,1
487,burdensomely,1
1474,reliable,0
288,Koalas are dying of thirst  and it's all because of us unhappy  .10,1
397,bondage,1
1730,Prepare to be inspired! happy,0
2269,How people write a joke on religion online.*Joke**Just joking guys,0
3547,repulsiveness,1
4282,torturous,1
1532,This is great to hear Joanna! happy  We're so pleased you've had a good experience.,0
510,there're time shinhwa do/did something,0
253,banalize,1
1331,divergent,1
273, but here's how you can be a part of this happy,0
268,Roc Boyz sad  ,1
113,appreciate,0
510,elevate,0
1558,f**k,1
251,balk,1
1052,justly,0
1260,pardon,0
131,assuredly,0
1874,poor baby unhappy  I hate people .1,1
3295,pillage,1
456,dumbfounded,0
1866,Am away next Thursday unhappy  the one after!,1
1941,I'll be attending cosmic latte on saturday and i'll give these out to selu shippers KASI SELU MONTH QAQO unhappy  ,1
329,comprehensive,0
1674,flagrant,1
1053,keen,0
1909,gruesomely,1
2996,naively,1
2291,inconsiderately,1
275,cheery,0
369,Also please send prayers and sympathy because my favorite ball dress doesn't fit my boobs crying  ,1
2015,heedless,1
3761,severe,1
140,astounding,0
4207,tawdry,1
3950,sorrowfully,1
1530,richness,0
1495,estranged,1
496,effortlessly,0
2335,indoctrinate,1
4758,wrestle,1
1489,year old i am commenting on all the new ladylike videos. trust me. not a troll,0
527, [PLEASE RT] he'll buy me a blinking taehyung headband,1
1286,persevere,0
1242,dispiriting,1
386,blurt,1
546,Excited about event next week in Bangalore!  come happy,0
2168,have to work unhappy  but i'll see you tomorrow!! ,1
290, went to work.Don't get too excited,0
2694,lemon,1
4396,uncouth,1
47,I miss quacktopia! unhappy .1,1
4592,uproot,1
4607,vainly,1
294,belligerent,1
448,divinely,0
593, Ngomel crying ,1
877,handsomely,0
362,blind,1
3293,pig,1
1020, Much appreciated happy,0
2067,hostile,1
2693,left-leaning,1
1368,Ah alright,1
1229,disordered,1
1337,dizzy,1
1457,unhappy   feeling bored,1
503,calamity,1
2258,Give away Random RT! for a chance to win a 10USD iTunes or GP gift card! Winner will be selected in a few minutes happy,0
366,blister,1
1687,flareups,1
1157,discouraging,1
1354,doubts,1
383,My mom knows the struggle of this drystreak I'm on unhappy  ,1
704,Jonny you and your poor legs make me so sad unhappy  hope you're okay,1
1857,unassailable,0
3282,petrify,1
939,idealize,0
243,Definitely my arms unhappy  .8,1
471,I want a spoons but I cant go unhappy  honestly feels like a messy break up unhappy ,1
1601,significant,0
4175,sweaty,1
1283,perfectly,0
763,critical,1
2837,melancholy,1
3100,offender,1
2275,please meeeee you have followed me for almost to  years now unhappy ,1
1527,thank you for sharing happy,0
1158,meaningful,0
3846,slander,1
2900,misjudge,1
795,culprit,1
189,benefit,0
2049,hoodium,1
1067,Hiii. . Reece (ReeceBoast) happy,0
1501,Younger. Softer. crying with joy,0
509,calumniously,1
233,bright,0
2991,mystify,1
2439,insanity,1
1911,Maayos didn%27t ang lahat happy  lets give him a space and time happy,0
1212,SHOULD I STAY ? SHOULD I GO ? NOBODY KNOWS happy,0
4085,stubborn,1
816,damnably,1
3003,nauseates,1
985,Beetle done and joins Wall-E,0
2235,Love this!,0
358,cool,0
2102,idiocy,1
2268,incoherently,1
677,contaminated,1
1961,i tried fixing my choristers dress hem that came undone by taping it with fabric tape but i put it on wrong and its even more ruined unhappy ,1
2494,intermittent,1
6,acclaim,0
516,capricious,1
3180,oversize,1
1921,instant message so jealous okay unhappy  but never mind haha bruno can wait finals first,1
139,astounded,0
4443,unfit,1
338,congratulations,0
166,awestruck,0
2485,insurmountable,1
2441,insecure,1
2141,thanks for the recent follow. Much appreciated happy  Get this,0
2959,moribund,1
228,breakthroughs,0
1617,fateful,1
4248,threesome,1
2455,insinuate,1
1355,prodigiously,0
745,this is jimin to yoongi unhappy  .3,1
1890,grimace,1
1220,dismaying,1
4640,villian,1
807,cynical,1
1549,extortion,1
1443,recover,0
1750,supremacy,0
624,conceit,1
1036, i'm upstairs to the right happy,0
2276, he'll kil ,1
785,crumbling,1
1354,my puppies deserves all better unhappy  .1,1
1004,despondency,1
770,cronyism,1
4412,underpaid,1
498,effusive,0
4007,stains,1
1653,fib,1
228,awkward,1
586,my friend is such an egg,0
327,Great songs happy  Who are your favourtie member? x,0
319,compassionate,0
68,same unhappy  ,1
1983,haters,1
50,acrimoniously,1
423,brazenness,1
628,concern,1
986,infallible,0
4753,wreak,1
1493,escapade,1
90, it froze a few times. Then went to 16.10,1
3360,presumptuously,1
2054,Share the love you're top engaged community members this week! Much Appreciated happy,0
1681,steadfastly,0
993, I really liked  happy,0
321,competitive,0
1307,distort,1
342,Friday after the conference some of us will go for dinner to favourite smile,0
1846,gimmick,1
2145,Omg I'm sad to say that I actually don't remember this! unhappy  when did this happen??,1
1186,disheartening,1
1903,you should post this offer on this website happy,0
4497,unorthodoxy,1
292,clear,0
153,autonomous,0
859,groundbreaking,0
4267,tiresome,1
2152,immoderately,1
2152,Ohnoo unhappy  unhappy  hope it recuperates sooner!!,1
1422,readily,0
332,concise,0
232,can you say Hi Mekisha? unhappy ,1
1111,lucidly,0
643,exhilaration,0
1805,funny,1
320,I need a car unhappy  but no car unhappy  poor me unhappy ,1
3234,patronize,1
905,Again as I said I do see your concerns. But I assure you sir that Hinduism will stay Dharma and will no,0
1672,Bill Nye Answers Science Questions From Twitter | WIRED,0
3769,shallow,1
219,boundless,0
182,arduously,1
2430,injustice,1
896,Shihaaaa help me on my bishie hunttt equals  ^ equals ),0
1302,pleasurable,0
648,Gentle reminder on our TP guidelines happy  please read and spread. Thank you. happy KISSES TheFashionIcon,0
4079,struck,1
1340,premier,0
936,Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy.1,0
236,Broadcaster says Fly Away reminds him of early happy,0
3321,pointlessly,1
3942,solemn,1
3264,pertinaciously,1
1181,disgustful,1
1434,reclaim,0
3924,snarl,1
2029,rt for 13 ffs-it's not much but they're free-legit-free but follow me first to get them quicker-be patient i will g,0
597,euphorically,0
3986,spotty,1
2314,indecorum,1
181,I suppose they are waiting for you happy,0
2937,mocked,1
167, Jin was spotted at Everland today. Nice to see them having a break after the US tour happy,0
180,beckons,0
3446,ramshackle,1
1853,glib,1
2285,incongruously,1
815,damnable,1
1384,drastically,1
197,best-selling,0
3460,rash,1
1454,emphatically,1
3805,shriek,1
2472,insufferable,1
1383,drastic,1
2995,naive,1
3191,overwhelm,1
2112,ignorance,1
3483,refused,1
474,bum,1
3197,overzealously,1
1520,seem I want to drop this account to wuhyungwon unhappy  ,1
3874,slower,1
317,Does anybody out there need any motion design or animation help?  If so I am available happy,0
898,heartily,0
4630,vicious,1
1671,flabbergast,1
3077,obstacle,1
887,i miss them already unhappy  ,1
3786,shirk,1
473,bullyingly,1
3758,setback,1
4527,unsatisfactory,1
340,blab,1
4643,villify,1
764,freedom,0
1605, fitness,0
1529,exile,1
1363,Sunnyside as well unhappy ,1
1061,kudos,0
1090,disabled,1
1092,disadvantage,1
671,I'll be as strong as I can but it's hard unhappy  xxx,1
337,bitterly,1
2951,monstrously,1
3456,raped,1
3387,prohibitively,1
539,energy-efficient,0
819,gloriously,0
908,degradingly,1
1801,fumes,1
718,crabby,1
91,Roc Boyz sad  .3,1
1298,dissonance,1
1848,Who's that chair you're sitting in? Is this how I find out. Everyone knows now. You've shamed me in pu,1
53,Cpl Swallows just gone over the house. Heard them whilst flying my drone.. happy,0
2935,mobster,1
1472,entanglement,1
1660,spirited,0
1683,steadiest,0
3686,scare,1
1964,harpy,1
2038,hinder,1
3497,regretfully,1
2086,congratulations David! Well done Mrs V! Welcome Jessica! happy,0
3343,pratfall,1
1962,mom please stop making cookies,1
1884,unselfish,0
1630,fawningly,1
28,admirable,0
770,friendly,0
315,betrays,1
1515,.Thanks so much for the RT,0
1367,prolific,0
1381,i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  ,1
150,auspicious,0
3225,parody,1
693,fast-growing,0
909,dehumanization,1
2095,hypocritically,1
1603,simpler,0
3472,recession,1
278,cherub,0
512,Be happy,0
3099,offend,1
152,anti-us,1
789,crumples,1
2905,mislike,1
2572,irritable,1
1895,Very cool! happy  surrounds you for a full recovery.,0
443,I miss Louis' tweets unhappy ,1
1104,low-price,0
3030,neurotic,1
3021,negligence,1
254,I need cheering up,1
1497,No stream tonight! Throat is killing me. unhappy ,1
1773,swiftness,0
739,craze,1
3604,risks,1
201,asunder,1
316,compact,0
42,adroitly,0
455,dreamland,0
480,ecenomical,0
2267,I feel so bad,1
